,term_name,rank,p_value,z_score,combined_score,adj_p_value,genes,n_genes,db,significant,sample_id,direction
41749,sox2 18358816 chip-chip mescs mouse,170,0.10252656363316683,1.738467093978514,3.9595906425663374,0.4372456390237997,"CST3,LMO4,LY6E,MCL1,MTSS1,SNX10,VAT1,VIM",8,ChEA_2022,False,G_Early,up
41753,fli1 20887958 chip-seq hpc-7 mouse,174,0.1070048479231316,1.4358989724843383,3.209063529468864,0.44585353301304836,"ATF6,CALR,CRIPT,EEF1B2,FKBP1A,GPX4,INPP5D,MCL1,MINK1,PAIP2,RPL19,RPL29,RPL36,TAX1BP1,TIMM8B,TUBB2A,UBE2L6",17,ChEA_2022,False,G_Early,up
41754,foxm1 23109430 chip-seq u2os human,175,0.10811781639338051,2.2658812658812657,5.040529358322166,0.4458677250504037,"DYNLL2,FZR1,PTTG1,TUBB2A",4,ChEA_2022,False,G_Early,up
41755,foxa1 27270436 chip-seq vcap human prostate carcinoma,176,0.10823823394327041,1.3033095696270227,2.8978053601068288,0.4458677250504037,"AGTPBP1,AKIRIN2,ATF6,BIN1,EEF1B2,HDGFL3,HMGN3,KANK1,KRT2,LEMD2,LMO4,LRRC58,LYRM9,MAGED2,MCL1,MYL6,MYO10,MYO6,NDUFAF6,PIAS2,PMAIP1,PRICKLE1,RPL18A,RPS6,SNX10,TAX1BP1,TIMM8B,TMEM183A,TP53INP2,TRIQK,YME1L1,ZCCHC24,ZNF395",33,ChEA_2022,False,G_Early,up
41756,ilf3 29590119 chip-seq k562 human bonemarrow leukemia,177,0.1096522905333562,1.6517092993166635,3.651005814630154,0.44914073806035737,"AKIRIN2,CALR,CCDC71L,DESI2,LMO4,MAML1,MCL1,PIAS2,ZNF747",9,ChEA_2022,False,G_Early,up
41760,ppara 22158963 chip-seq liver mouse,181,0.11555229759994545,1.4176670235302158,3.0593708849530152,0.4628476008837594,"ALB,ATF6,CDK3,CSRP3,DYNLL2,EEF1B2,GABARAP,GRN,ITGA5,MCL1,MTSS1,SAR1B,SIVA1,TMEM183A,TUBB2A,TXNDC5,UBE2L6",17,ChEA_2022,False,G_Early,up
41761,nelfa 20434984 chip-seq escs mouse,182,0.12090973617280196,1.4218822438572092,3.0040262485023668,0.47564016055471303,"BCL2L12,CALR,CAT,FKBP1A,GPX4,MCL1,MYL6,MYO10,PAIP2,PMAIP1,PTTG1,RPL19,RPS20,RPS6,SMTN,TAX1BP1",16,ChEA_2022,False,G_Early,up
41763,elf1 20517297 chip-seq jurkat human,184,0.12314177154076837,1.5642416769420469,3.2761774468683087,0.47564016055471303,"AGTPBP1,CALB1,EXOSC1,HBA2,ITGA5,MT1X,PLEKHJ1,RPS6,SH2B1,ZNF224",10,ChEA_2022,False,G_Early,up
41765,ar 27623747 chip-seq 22rv1 mouse prostate carcinoma,186,0.12516413425498035,1.3033576674196048,2.708545794799742,0.47564016055471303,"AHSG,AKIRIN2,ATF6,CAT,CDK3,CHST4,FZR1,KRT19,KRT2,LEMD2,LIG4,LRRC58,LY86,NDUFAF6,NR2F6,PMAIP1,PRICKLE1,RMDN2,RPL29,RPS20,S100B,SIVA1,SNX10,SWSAP1,TFR2,TXNDC5,VAMP5,ZCCHC24",28,ChEA_2022,False,G_Early,up
41766,sox2 27498859 chip-seq stomach mouse,187,0.12603788751263678,1.3969295486004998,2.8932823765746774,0.47564016055471303,"ATF6,CHST4,FKBP1A,HTATIP2,KRT19,LMO4,LRRC58,MTSS1,MYO1D,MYO6,NCOA4,PAIP2,PMAIP1,SH2B3,SNX10,TIMM8B,TUBB2A",17,ChEA_2022,False,G_Early,up
41767,zfp281 18757296 chip-chip e14 mouse,188,0.12721904711349089,1.4091954022988507,2.9055423502725426,0.47564016055471303,"BIN1,CALR,CST3,CTSG,DYNLL2,ITGA5,MAGED2,MYO10,PAIP2,RPL18A,SNTB2,SPSB2,TIMP3,VANGL1,VAT1,VIM",16,ChEA_2022,False,G_Early,up
41768,runx1 17652178 chip-chip jurkat human,189,0.12725672695382484,1.594266660491826,3.2866584584357517,0.47564016055471303,"ATF6,KRT1,KRT10,LIG4,LY6E,RBM3,SNTB2,VANGL1,ZNF224",9,ChEA_2022,False,G_Early,up
41769,esr1 20056654 chip-seq mcf-7 human breastcancer,190,0.12738079353657344,1.5522643818849449,3.1985560989146076,0.47564016055471303,"LRRC58,MINK1,MYO6,MYO9A,NR2F6,PFDN4,SNX10,SULT1A3,TAX1BP1,VIM",10,ChEA_2022,False,G_Early,up
41770,lxr 22158963 chip-seq liver mouse,191,0.12861565632704558,1.3920742934195849,2.8550423788132506,0.47564016055471303,"AHSG,ALB,ATF6,CAT,CDK3,CSRP3,DYNLL2,GRN,HTATIP2,KANK2,LMO4,MCL1,MTSS1,MYO10,RPS6,SAR1B,TXNDC5",17,ChEA_2022,False,G_Early,up
41776,oct4 19829295 chip-seq escs human,197,0.13122452407873064,1.3872500424224563,2.8172905040973686,0.47564016055471303,"BIN1,CFD,CTSG,FZR1,GPX4,HTATIP2,ITGA5,KRT1,KRT2,MAML1,MINK1,MT1X,RPS20,TUBB2A,ZNF224,ZNF561,ZNF808",17,ChEA_2022,False,G_Early,up
41777,runx1 26923725 chip-seq hpcs mouse,198,0.13253856459423485,1.628866853123146,3.291747088751727,0.47564016055471303,"CRIPT,HMGN3,JAK2,KANK2,LY86,PLEKHJ1,SNX10,VIM",8,ChEA_2022,False,G_Early,up
41778,egr1 20690147 chip-seq erythroleukemia human,199,0.1331721491955772,1.2353067930830146,2.4905176309943298,0.47564016055471303,"APOC3,BIN1,BOLA2,CFD,CST3,CTNNBIP1,DYNLL2,FZR1,GABARAP,GPX4,GRN,HOMER3,ITGA5,KRT10,KRT19,KRT9,LEMD2,LMO4,LY6E,LY86,MINK1,MTSS1,MYO1D,NCOA4,NR2F6,PLEKHJ1,PLEKHO1,PRSS12,PUS7L,QPCTL,RPL29,SCAMP2,SCOC,SH2B3,SMTN,SNTB2,TFR2,TP53INP2,TUBB2A,TXNDC5,UBE2L6,VANGL1,VAT1,WNT7B,ZNF395,ZNF747",46,ChEA_2022,False,G_Early,up
41779,pparg 20176806 chip-seq 3t3-l1 mouse,200,0.13376516895368293,1.4123669332246727,2.8412154638731115,0.47564016055471303,"AKIRIN2,CAT,HMGN3,HOMER3,KANK1,LMO4,LRRC58,LY6E,LY86,MAML1,PICK1,PRICKLE1,SCOC,SNX10,TAX1BP1",15,ChEA_2022,False,G_Early,up
41780,nr1i2 20693526 chip-seq liver mouse,201,0.13423265335106885,1.6234687843203515,3.260218786028281,0.47564016055471303,"AGTPBP1,ATF6,BOLA2,GPX4,LY86,MTSS1,SH2B1,SNTB2",8,ChEA_2022,False,G_Early,up
41781,tbx20 22080862 chip-seq heart mouse,202,0.13439610285781944,1.3815014502037404,2.7726234663901415,0.47564016055471303,"ATF6,BIN1,CST3,DGKG,GABARAP,GRN,JAK2,LEMD2,MTSS1,MYO10,NR2F6,PLEKHJ1,SCAMP2,SIVA1,TXNDC5,VIM,ZCCHC24",17,ChEA_2022,False,G_Early,up
41782,tbx20 22328084 chip-seq heart mouse,203,0.13439610285781944,1.3815014502037404,2.7726234663901415,0.47564016055471303,"ATF6,BIN1,CST3,DGKG,GABARAP,GRN,JAK2,LEMD2,MTSS1,MYO10,NR2F6,PLEKHJ1,SCAMP2,SIVA1,TXNDC5,VIM,ZCCHC24",17,ChEA_2022,False,G_Early,up
41783,foxo1 32281255 chip-seq chondrocytes human osteoarthritis,204,0.13447868365149673,1.6865239734570674,3.3837566630445646,0.47564016055471303,"CRIPT,GPX4,ITGA5,KANK1,NCOA4,PFDN4,RPL18A",7,ChEA_2022,False,G_Early,up
41786,e2f1 26619117 chip-seq hepatocytes mouse liver,207,0.13580346653079392,1.2942672666797104,2.5840648298203823,0.47564016055471303,"AGTPBP1,AHSG,AKIRIN2,ATF6,BCL2L12,BOLA2,CRIPT,CTSA,FKBP1A,GPX4,GRN,KANK2,LEMD2,LIG4,MYL6,PLEKHJ1,QPCTL,RBM3,RPL36,SCAMP2,SH2B3,SIVA1,SMTN,UBE2L6,VAT1,VIM,YME1L1",27,ChEA_2022,False,G_Early,up
41787,smad4 21741376 chip-seq escs human,208,0.13761219331725782,1.3757965735152047,2.7286390036721957,0.47821171809479146,"ARL5B,BIN1,FZR1,JAK2,KANK2,KRT2,MINK1,MYO6,NR2F6,PAIP2,SCOC,TP53INP2,TUBB2A,VIM,ZNF224,ZNF561,ZNF808",17,ChEA_2022,False,G_Early,up
41788,p300 27268052 chip-seq bcells human,209,0.13815252398717073,1.3748499758632755,2.721373859759781,0.47821171809479146,"CALB1,CFD,INPP5D,JAK2,KRT2,MAML1,MT1X,RBM3,RPS20,RPS6,SCOC,VIM,YME1L1,ZNF224,ZNF395,ZNF561,ZNF747",17,ChEA_2022,False,G_Early,up
41790,gata1 22383799 chip-seq g1me mouse,211,0.14362337628608227,1.3654495284451231,2.6497378949694,0.4921223753111339,"CDK3,FKBP7,GPX4,INPP5D,ITGA5,JAK2,LEMD2,MCL1,MTSS1,NCOA4,PTTG1,RPL19,RPS20,SH2B1,TMEM183A,VAT1,ZCCHC24",17,ChEA_2022,False,G_Early,up
41791,cdx2 19796622 chip-seq mescs mouse,212,0.14390337043580742,2.0256410256410255,3.926934518466448,0.4921223753111339,"JAK2,LMO4,MYL6,MYO1D",4,ChEA_2022,False,G_Early,up
41792,ctcf 31629814 chip-seq hepatocytes mouse tyrosinemia,213,0.14557213408271466,1.2674184454289166,2.4424212350371683,0.49549200568060153,"AGTPBP1,BIN1,CST3,CTSA,FKBP1A,GPX4,HOMER3,HTATIP2,JAK2,LIG4,LRRC58,LYRM9,MCL1,MINK1,MYL6,MYO1D,MYO9A,NDUFAF6,PAIP2,PFDN4,PMAIP1,PRICKLE1,RPL36,RPS20,SNTB2,TFR2,TUBB2A,VAMP5,VANGL1,ZCCHC24",30,ChEA_2022,False,G_Early,up
41793,tcf3 18347094 chip-chip mescs mouse,214,0.14752570396930176,1.3589393063077273,2.6006739761117497,0.4997950251296438,"CST3,FKBP7,GPX4,INPP5D,KRT9,LMO4,LY6E,MAGED2,MAML1,MCL1,MTSS1,SCOC,SH2B1,SNX10,SPSB2,VANGL1,VIM",17,ChEA_2022,False,G_Early,up
41794,hoxb4 20404135 chip-chip eml mouse,215,0.15112994455927709,1.4150417664923725,2.673884504522681,0.50583081117945,"AHSG,CALR,FKBP7,GABARAP,JAK2,MYL6,MYO6,PAIP2,PLEKHO1,RPL18A,SERF2,SNX10,TAX1BP1",13,ChEA_2022,False,G_Early,up
41795,pu.1 20513432 chip-seq macrophages mouse,216,0.1513848480218625,1.365408945449133,2.577796540561242,0.50583081117945,"ALDOC,ATF6,CHST4,GPX4,INPP5D,ITGA5,KRT19,LEMD2,MINK1,MYL6,PTTG1,PUS7L,RAC3,RPS20,TUBB2A,VIM",16,ChEA_2022,False,G_Early,up
41798,gata1 19941826 chip-seq k562 human,219,0.15450174226982408,1.563793384389767,2.920462187833782,0.5063270065019613,"INPP5D,KRT19,KRT2,MTSS1,MYO1D,NCOA4,SH2B3,TFR2",8,ChEA_2022,False,G_Early,up
41799,lmo2 26923725 chip-seq hemangioblast mouse,220,0.1545981789599598,1.3741714455946972,2.5654762929720687,0.5063270065019613,"AGTPBP1,BIN1,CAT,CDK3,HMGN3,LRRC58,LY86,MTSS1,MYO10,MYO1D,PRICKLE1,SNX10,TIMM8B,TXNDC5,VANGL1",15,ChEA_2022,False,G_Early,up
41801,maf 26560356 chip-seq th2 human,222,0.1555084241575307,1.346088693914781,2.5051455979380766,0.5063270065019613,"APOBEC3F,BCL2L12,CTNNBIP1,DYNLL2,GABARAP,GPX4,ITGA5,MCL1,NR2F6,PAIP2,PLEKHO1,RAC3,RPL22,RPL36,SULT1A3,VANGL1,ZCCHC24",17,ChEA_2022,False,G_Early,up
41802,xrn2 22483619 chip-seq hela human,223,0.15573920337922395,1.3880922360182077,2.5812580717117175,0.5063270065019613,"AKIRIN2,CALR,MYL6,PMAIP1,RPL19,RPL22,RPL29,RPL36,RPS20,RPS6,SERF2,SH2B1,SULT1A3,VAT1",14,ChEA_2022,False,G_Early,up
41803,cebpb 20176806 chip-seq thiomacrophage mouse,224,0.1571814212464842,1.4035355638854181,2.597038474865649,0.5087345107308082,"BIN1,CTNNBIP1,GABARAP,LMO4,LY6E,MAML1,MYL6,PLEKHO1,SCOC,VAMP5,VANGL1,VIM,ZFP14",13,ChEA_2022,False,G_Early,up
41804,pu.1 20513432 chip-seq bcells mouse,225,0.15795116762718583,1.3546099290780143,2.4998911180206815,0.5089537623542655,"ALDOC,ATF6,CHST4,CTNNBIP1,GPX4,ITGA5,JAK2,LEMD2,LY6E,MYL6,PICK1,PTTG1,PUS7L,RPL29,RPL36,TUBB2A",16,ChEA_2022,False,G_Early,up
41806,pparg 20887899 chip-seq 3t3-l1 mouse,227,0.16085143460223736,1.2631989511456108,2.3082107347287995,0.5094551206649426,"CAT,CDK3,CRIPT,CST3,FKBP1A,GPX4,GRN,LMO4,LY6E,LY86,MCL1,MINK1,NCOA4,PAIP2,PRICKLE1,PUS7L,QPCTL,SCOC,SERF2,SNTB2,SNX10,SPSB2,TAX1BP1,TIMP3,VIM,WLS,YME1L1",27,ChEA_2022,False,G_Early,up
41813,zfp281 27345836 chip-seq escs mouse,234,0.16671666032352273,1.3290018759632019,2.380853105674386,0.5165366612587777,"CTSG,DYNLL2,FKBP1A,GPX4,ITGA5,JAK2,KANK2,LY6E,MCL1,MTSS1,PFDN4,PMAIP1,RPL19,RPL36,SH2B3,SMTN,VAT1",17,ChEA_2022,False,G_Early,up
41814,irf8 22096565 chip-chip gc-b mouse,235,0.1675325883702462,1.6524766262184205,2.952277376594159,0.5168558577379936,"DYNLL2,EEF1B2,GABARAP,LY86,RPS20,SAR1B",6,ChEA_2022,False,G_Early,up
41816,srebp1 19666523 chip-seq liver mouse,237,0.17005404565060467,1.5751633986928104,2.790620872054597,0.520207523614719,"AGTPBP1,CTNNBIP1,GABARAP,HOMER3,LEMD2,RPL22,RPL36",7,ChEA_2022,False,G_Early,up
41818,ctcf 27219007 chip-seq erythroid human,239,0.17710330269425928,1.3140480418730722,2.274646182039663,0.5372380521060166,"APOC3,ATF6,CDK3,CTNNBIP1,DYNLL2,GABARAP,LMO4,NCOA4,NR2F6,PLEKHO1,PRSS12,RAC3,RPL22,TP53INP2,VAT1,VIM,WNT7B",17,ChEA_2022,False,G_Early,up
41819,klf6 26769127 chip-seq pdac-cell line human,240,0.17897072534480754,1.3114411361834042,2.2563777944270234,0.538546613127472,"ATF6,CTNNBIP1,GPX4,LEMD2,LMO4,MCL1,MYL6,NCOA4,NR2F6,RPL22,TUBB2A,TXNDC5,VANGL1,VIM,WLS,WNT7B,ZCCHC24",17,ChEA_2022,False,G_Early,up
41823,pdx1 19855005 chip-chip min6 mouse,244,0.182753697055131,1.6056921801602653,2.7290600408859884,0.5430181572334835,"CRIPT,EEF1B2,GABARAP,GRN,LY6E,QPCTL",6,ChEA_2022,False,G_Early,up
41824,sox3 22085726 chip-seq npcs mouse,245,0.18638229122058333,1.312029266193243,2.204150631576876,0.5497559783041631,"ATF6,CDK3,DGKG,DYNLL2,GRN,LEMD2,MAML1,MCL1,PICK1,PLEKHJ1,PRICKLE1,RBM3,RPL18A,TUBB2A,UBE2L6,VIM",16,ChEA_2022,False,G_Early,up
41825,gata1 19941827 chip-seq mel mouse,246,0.18653789056941258,1.3238213994532637,2.2228561716692217,0.5497559783041631,"DGKG,FZR1,GPX4,JAK2,KANK2,LY86,MCL1,MTSS1,NCOA4,PLEKHO1,PUS7L,SIVA1,UBE2L6,VAMP5,VANGL1",15,ChEA_2022,False,G_Early,up
41826,spi1 22790984 chip-seq erythroleukemia mouse,247,0.19102427914212292,1.30562696372465,2.1612757871034955,0.5534956732637899,"ATF6,CST3,EEF1B2,GABARAP,HOMER3,INPP5D,LY6E,MAML1,MCL1,NCOA4,RPL18A,RPS6,SH2B1,SH2B3,TAX1BP1,WLS",16,ChEA_2022,False,G_Early,up
41829,pu 27001747 chip-seq bmdm mouse,250,0.19169209057252856,1.3047170484550061,2.1552162826629884,0.5534956732637899,"AGTPBP1,ALDOC,ATF6,CTSG,EEF1B2,GPX4,GRN,INPP5D,JAK2,LEMD2,LRRC58,LY6E,MYL6,PLEKHJ1,TMEM183A,VAT1",16,ChEA_2022,False,G_Early,up
41832,p300 27058665 chip-seq zr-75-30cells human,253,0.19362348628097764,1.2917656506173252,2.1208722549539307,0.5548499112794814,"AGTPBP1,ATF6,CSRP3,HTATIP2,KANK1,KRT19,LMO4,MCL1,MYO10,NCOA4,NR2F6,PLEKHO1,RPL22,SNTB2,UBE2L6,VAT1,WLS",17,ChEA_2022,False,G_Early,up
41834,mybl1 21750041 chip-chip spermatocytes mouse,255,0.19942725861586266,2.4738689058779295,3.988633006299679,0.5669990686137272,"FKBP7,SCOC",2,ChEA_2022,False,G_Early,up
41837,p63 20808887 chip-seq keratinocytes human,258,0.20875819670751847,1.2823430257058575,2.0088912065053646,0.58543069930183,"AGTPBP1,CHST4,CSRP3,HOMER3,KRT1,KRT10,KRT5,KRT9,LMO4,MAML1,MTSS1,PLEKHO1,TFR2,VANGL1,ZBED5,ZNF395",16,ChEA_2022,False,G_Early,up
41838,nanog 18692474 chip-seq mescs mouse,259,0.20914007050920547,1.2424169451050038,1.9440732289238705,0.58543069930183,"ATF6,CST3,GPX4,INPP5D,KRT1,KRT9,LMO4,LY6E,MAML1,MCL1,MTSS1,NCOA4,PAIP2,PMAIP1,SCAMP2,SNX10,SPSB2,TXNDC5,VANGL1,VIM,WNT7B",21,ChEA_2022,False,G_Early,up
41839,ar 20517297 chip-seq vcap human,260,0.21295764360317937,1.2770780856423174,1.9752081325208295,0.5938241985088655,"CALB1,CHST4,CTSG,HOMER3,KRT10,KRT5,LIG4,PTH,RPL22,SCAMP2,TAX1BP1,UBE2L6,VANGL1,WLS,ZBED5,ZNF395",16,ChEA_2022,False,G_Early,up
41840,spi1 23127762 chip-seq k562 human,261,0.21635072214236675,1.323852236515992,2.026625119812466,0.600974228173241,"BOLA2,DGKG,FKBP1A,KRT9,LY86,MAML1,MCL1,SNX10,TIMM8B,TIMP3,TMOD2,VAMP5",12,ChEA_2022,False,G_Early,up
41841,sox2 18692474 chip-seq mescs mouse,262,0.21761028369857244,1.227815916603102,1.8724800564272872,0.6021658613796375,"ATF6,BOLA2,CST3,FKBP7,GABARAP,GPX4,ITGA5,KRT9,LY6E,MCL1,MTSS1,NR2F6,OIP5,PMAIP1,RPL22,RPL29,SCOC,SH2B1,SNTB2,SNX10,SPSB2,VIM",22,ChEA_2022,False,G_Early,up
41842,tbx2 30127528 chip-seq kelly human brain neuroblastoma,263,0.22150339517362677,1.218795772379465,1.8371120278508246,0.6106082186345225,"ARL5B,ATF6,DESI2,EEF1B2,FZR1,JAK2,KRT19,LRRC58,MAML1,MCL1,MINK1,MYO10,NDUFAF6,NR2F6,OIP5,PLEKHJ1,QPCTL,RPL22,SH2B3,SPSB2,TRIQK,WNT7B,ZNF268",23,ChEA_2022,False,G_Early,up
41843,gata2 19941826 chip-seq k562 human,264,0.2229066051018805,1.2649465945346094,1.8986878824275026,0.6121488208290279,"ATF6,CAT,CDK3,FZR1,INPP5D,KRT10,KRT19,KRT2,MTSS1,MYO1D,NCOA4,SH2B3,TFR2,TIMP3,TXNDC5,ZBED5",16,ChEA_2022,False,G_Early,up
41845,myb 26560356 chip-seq th2 human,266,0.23086712100097567,1.255562444031136,1.8405452685034904,0.629243092953787,"ARL5B,ATF6,CALR,CSRP3,LIG4,LY6E,PLEKHO1,PMAIP1,SCAMP2,SH2B1,SH2B3,SIVA1,SNTB2,SNX10,VIM,ZBED5",16,ChEA_2022,False,G_Early,up
41847,creb1 20920259 chip-seq gc1-spg mouse,268,0.2371763052046622,1.2039466564051997,1.7324208599030342,0.6416150047514183,"AGTPBP1,ARL5B,CALR,CDK3,FKBP7,KANK1,LMO4,MAML1,MINK1,MTSS1,MYL6,MYO10,PAIP2,PICK1,PMAIP1,RPL19,RPL29,SMTN,TAX1BP1,TIMP3,TMEM183A,TUBB2A,TXNDC5",23,ChEA_2022,False,G_Early,up
41848,foxo3 22982991 chip-seq macrophages mouse,269,0.2382098341618862,1.2471417813377148,1.7891537619659597,0.6420153522950465,"EEF1B2,HOMER3,LRRC58,MYL6,MYO6,NDUFAF6,PAIP2,PMAIP1,RPL18A,RPL29,RPS6,SAR1B,SH2B1,TIMM8B,YME1L1,ZFP14",16,ChEA_2022,False,G_Early,up
41849,jund 26020271 chip-seq hcasmc human coronaryartery,270,0.23960442364872633,1.4135930899691067,2.0196936744855436,0.6433822486863948,"KRT19,MYL6,PFDN4,SIVA1,SULT1A3,VIM,ZFP14",7,ChEA_2022,False,G_Early,up
41850,sa1 27219007 chip-seq erythroid human,271,0.2434079954394024,1.2413087934560327,1.7539894964185332,0.6503477957448716,"AHSP,APOC3,CFD,CTNNBIP1,DYNLL2,GPX4,HBA1,KRT5,MCL1,NR2F6,PLEKHO1,RPL22,SIVA1,SMTN,TMEM183A,VIM",16,ChEA_2022,False,G_Early,up
41851,mnx1 26342078 chip-seq min6-4n mouse,272,0.24497988471015986,1.248602971241652,1.756258937231464,0.6503477957448716,"ALDOC,ATF6,CRIPT,CTSG,DYNLL2,GRN,HOMER3,ITGA5,MCL1,MINK1,MTSS1,PRICKLE1,RPS20,SH2B3,WNT7B",15,ChEA_2022,False,G_Early,up
41854,mitf 21258399 chip-seq melanoma human,275,0.24668364666184786,1.1502424717973785,1.609935203202032,0.6503477957448716,"AGTPBP1,CALR,CAT,DGKG,FKBP1A,GABARAP,GPX4,GRN,HMGN3,JAK2,KANK1,KANK2,KRT19,LEMD2,LRRC58,MT1X,MTSS1,MYO10,MYO1D,PICK1,PMAIP1,PRICKLE3,RPL19,RPL22,RPL29,S100B,SERF2,SH2B3,SIVA1,SMTN,SNX10,TAX1BP1,TIMM8B,TIMP3,TP53INP2,TUBB2A,VANGL1,VAT1,WNT7B,ZNF395,ZNF747",41,ChEA_2022,False,G_Early,up
41855,chd4 35695185 chip-seq nicbasalrootganglia mouse embryo,276,0.24947827029691005,1.2074457224528687,1.6763976706037278,0.6530434417704858,"ABRACL,BIN1,CCDC71L,CTNNBIP1,CTSA,HDGFL3,HOMER3,HTATIP2,KANK1,KANK2,KRT10,MCL1,MYO10,NR2F6,PRICKLE1,SMTN,SWSAP1,TIMP3,TRIQK,ZCCHC24",20,ChEA_2022,False,G_Early,up
41856,e2f1 21310950 chip-seq mcf-7 human,277,0.2495076322350684,1.3332319284861816,1.8508802553052575,0.6530434417704858,"BOLA2,MYO6,OIP5,PLEKHJ1,QPCTL,RPS20,TXNDC5,YME1L1,ZBED5",9,ChEA_2022,False,G_Early,up
41857,fli1 21867929 chip-seq cd8 mouse,278,0.25116759774879693,1.2514649384919865,1.7290675632646324,0.6549661805551619,"CFD,LIG4,MCL1,PMAIP1,PTH,PUS7L,RPL18A,SCOC,TAX1BP1,TIMM8B,UBE2L6,VANGL1,VIM,ZFP14",14,ChEA_2022,False,G_Early,up
41858,creb1 23762244 chip-seq hippocampus rat,279,0.2520490543101933,1.2107314565955305,1.6685472194607274,0.6549661805551619,"BIN1,CALR,GABARAP,GPX4,GRN,HMGN3,MAML1,MINK1,MYL6,PAIP2,PICK1,PLEKHJ1,RBM3,SCAMP2,SERF2,SH2B1,TMEM183A,TUBB2A,VIM",19,ChEA_2022,False,G_Early,up
41859,gf1 26923725 chip-seq hpcs mouse,280,0.2556255317748377,1.2848924804821258,1.7526468872814729,0.661802559415283,"BIN1,DYNLL2,GRN,KANK1,LY86,MYO10,MYO9A,PRICKLE1,RPL19,SNX10,VIM",11,ChEA_2022,False,G_Early,up
41860,sa1 22415368 chip-seq mefs mouse,281,0.25749240760378156,1.234500741806411,1.6749274537032515,0.661802559415283,"CALB1,CFD,CTNNBIP1,GRN,JAK2,LMO4,MYO1D,RAC3,RPL18A,SMTN,SPSB2,TIMP3,UBE2L6,VIM,WNT7B",15,ChEA_2022,False,G_Early,up
41862,pparg 20176806 chip-seq thiomacrophage mouse,283,0.258926417553127,1.3769951031614318,1.8606114257238686,0.661802559415283,"BIN1,CTNNBIP1,MAML1,PLEKHO1,SNX10,TMEM183A,VIM",7,ChEA_2022,False,G_Early,up
41863,mycn 18555785 chip-seq mescs mouse,284,0.2600438998484127,1.2232983588915793,1.6476664517893964,0.661802559415283,"BOLA2,GABARAP,GRN,JAK2,LEMD2,LRRC58,MTSS1,NCOA4,NR2F6,PLEKHJ1,RPL19,RPS20,SERF2,SH2B3,SIVA1,SNTB2",16,ChEA_2022,False,G_Early,up
41864,rara 24833708 chip-seq liver mouse,285,0.26015686818393885,1.2410496828040316,1.671036775429817,0.661802559415283,"ALB,GABARAP,KRT19,LRRC58,LY6E,LY86,MTSS1,NR2F6,PICK1,PLEKHJ1,SH2B3,SPSB2,TMEM183A,UBE2L6",14,ChEA_2022,False,G_Early,up
41865,rcor1 19997604 chip-chip neurons mouse,286,0.2612492260264136,1.277371901235791,1.7145913154447763,0.6621909232090536,"ARL5B,CALB1,CST3,CTSG,EEF1B2,HMGN3,LRRC58,MAGED2,MTSS1,PRICKLE1,RPS20",11,ChEA_2022,False,G_Early,up
41866,nr3c1 27076634 chip-seq beas2b human lung inflammation,287,0.2621362689117219,1.1650007932730446,1.5598088442008866,0.6621909232090536,"AGTPBP1,AKIRIN2,ALDOC,BIN1,CCDC71L,CTNNBIP1,DGKG,INPP5D,ITGA5,JAK2,KANK1,KRT5,LRRC58,MT1X,MYO6,PICK1,PMAIP1,PRICKLE1,RMDN2,RPL19,SH2B3,SNTB2,TIMM8B,TIMP3,UBE2L6,VAMP5,VANGL1,WLS",28,ChEA_2022,False,G_Early,up
41868,rcor3 21632747 chip-seq mescs mouse,289,0.26511964566353685,1.1928100175037026,1.5835436399149392,0.6630917132083083,"AGTPBP1,ALB,CALB1,HOMER3,KANK1,LEMD2,LY6E,LY86,MCL1,MTSS1,MYO10,MYO1D,PIAS2,PMAIP1,SMTN,SNX10,TIMP3,VANGL1,VIM,WNT7B",20,ChEA_2022,False,G_Early,up
41869,sry 25088423 chip-chip embryonic gonads mouse,290,0.26523668528332334,1.1753349988644106,1.5598255099846887,0.6630917132083083,"ALDOC,BIN1,CFD,FZR1,GPX4,ITGA5,KRT1,KRT19,KRT2,LEMD2,LY6E,MYL6,MYO1D,PIAS2,PRICKLE3,PRSS12,RAC3,RPL18A,SERF2,TIMP3,TUBB2A,TXNDC5,WNT7B,ZFP14",24,ChEA_2022,False,G_Early,up
41870,dmrt1 23473982 chip-seq testes mouse,291,0.26774850481451057,1.2152694210455943,1.601369210063422,0.6670710171495539,"AGTPBP1,CTNNBIP1,EXOSC1,GABARAP,ITGA5,KRT2,LRRC58,LY86,MAGED2,MYL6,PIAS2,PMAIP1,PRICKLE1,PTH,SH2B3,WNT7B",16,ChEA_2022,False,G_Early,up
41872,e2f1 20622854 chip-seq hela human,293,0.2718555702847432,1.218983291859225,1.5877066548439107,0.6697247710898785,"CDK3,CSRP3,GPX4,HBA2,ITGA5,KRT10,KRT2,MAML1,RBM3,SCOC,SH2B1,TFR2,VAT1,ZNF224,ZNF747",15,ChEA_2022,False,G_Early,up
